# futures basket -- roots from XNSE_NIFTY500_EQUITY
# near: one contract per root (front month)
# expiries are re-picked from today's data, so the contracts below go stale but the basket does not
# refreshed from constituents/contracts/20260907/XNSE_NIFTY500_FUTURES_NEAR.parquet at 2026-09-07T04:00:13Z
# 210 contract(s), expiries 26SEP
NSE:360ONE26SEPFUT
NSE:ETERNAL26SEPFUT
NSE:FEDERALBNK26SEPFUT
NSE:FORCEMOT26SEPFUT
NSE:FORTIS26SEPFUT
NSE:GAIL26SEPFUT
NSE:GLENMARK26SEPFUT
NSE:GMRAIRPORT26SEPFUT
NSE:GODFRYPHLP26SEPFUT
NSE:GODREJCP26SEPFUT
NSE:GODREJPROP26SEPFUT
NSE:GRASIM26SEPFUT
NSE:GVT&D26SEPFUT
NSE:HAL26SEPFUT
NSE:HAVELLS26SEPFUT
NSE:HCLTECH26SEPFUT
NSE:HDFCAMC26SEPFUT
NSE:HDFCBANK26SEPFUT
NSE:HDFCLIFE26SEPFUT
NSE:HEROMOTOCO26SEPFUT
NSE:HINDALCO26SEPFUT
NSE:HINDPETRO26SEPFUT
NSE:HINDUNILVR26SEPFUT
NSE:HINDZINC26SEPFUT
NSE:HYUNDAI26SEPFUT
NSE:ICICIBANK26SEPFUT
NSE:ICICIGI26SEPFUT
NSE:ICICIPRULI26SEPFUT
NSE:IDEA26SEPFUT
NSE:IDFCFIRSTB26SEPFUT
NSE:IEX26SEPFUT
NSE:INDHOTEL26SEPFUT
NSE:INDIANB26SEPFUT
NSE:INDIGO26SEPFUT
NSE:INDUSINDBK26SEPFUT
NSE:INDUSTOWER26SEPFUT
NSE:INFY26SEPFUT
NSE:INOXWIND26SEPFUT
NSE:IOC26SEPFUT
NSE:IREDA26SEPFUT
NSE:IRFC26SEPFUT
NSE:ITC26SEPFUT
NSE:JINDALSTEL26SEPFUT
NSE:JIOFIN26SEPFUT
NSE:JSWENERGY26SEPFUT
NSE:JSWSTEEL26SEPFUT
NSE:JUBLFOOD26SEPFUT
NSE:KALYANKJIL26SEPFUT
NSE:KAYNES26SEPFUT
NSE:KEI26SEPFUT
NSE:KFINTECH26SEPFUT
NSE:KOTAKBANK26SEPFUT
NSE:KPITTECH26SEPFUT
NSE:LAURUSLABS26SEPFUT
NSE:LICHSGFIN26SEPFUT
NSE:LICI26SEPFUT
NSE:LODHA26SEPFUT
NSE:LT26SEPFUT
NSE:LTF26SEPFUT
NSE:LTM26SEPFUT
NSE:LUPIN26SEPFUT
NSE:M&M26SEPFUT
NSE:MAHABANK26SEPFUT
NSE:MANAPPURAM26SEPFUT
NSE:MANKIND26SEPFUT
NSE:MARICO26SEPFUT
NSE:MARUTI26SEPFUT
NSE:MAXHEALTH26SEPFUT
NSE:MAZDOCK26SEPFUT
NSE:MCX26SEPFUT
NSE:MFSL26SEPFUT
NSE:MOTHERSON26SEPFUT
NSE:MOTILALOFS26SEPFUT
NSE:MPHASIS26SEPFUT
NSE:MUTHOOTFIN26SEPFUT
NSE:NAM-INDIA26SEPFUT
NSE:NATIONALUM26SEPFUT
NSE:NAUKRI26SEPFUT
NSE:NBCC26SEPFUT
NSE:NESTLEIND26SEPFUT
NSE:NHPC26SEPFUT
NSE:NMDC26SEPFUT
NSE:NTPC26SEPFUT
NSE:NYKAA26SEPFUT
NSE:OBEROIRLTY26SEPFUT
NSE:OFSS26SEPFUT
NSE:OIL26SEPFUT
NSE:ONGC26SEPFUT
NSE:PAGEIND26SEPFUT
NSE:PATANJALI26SEPFUT
NSE:PAYTM26SEPFUT
NSE:PERSISTENT26SEPFUT
NSE:PETRONET26SEPFUT
NSE:PFC26SEPFUT
NSE:PGEL26SEPFUT
NSE:PHOENIXLTD26SEPFUT
NSE:PIDILITIND26SEPFUT
NSE:PIIND26SEPFUT
NSE:PNB26SEPFUT
NSE:PNBHOUSING26SEPFUT
NSE:POLICYBZR26SEPFUT
NSE:POLYCAB26SEPFUT
NSE:POWERGRID26SEPFUT
NSE:POWERINDIA26SEPFUT
NSE:PREMIERENE26SEPFUT
NSE:PRESTIGE26SEPFUT
NSE:RADICO26SEPFUT
NSE:RBLBANK26SEPFUT
NSE:RECLTD26SEPFUT
NSE:RELIANCE26SEPFUT
NSE:RVNL26SEPFUT
NSE:SAGILITY26SEPFUT
NSE:SAIL26SEPFUT
NSE:SBICARD26SEPFUT
NSE:SBILIFE26SEPFUT
NSE:SBIN26SEPFUT
NSE:SHREECEM26SEPFUT
NSE:SHRIRAMFIN26SEPFUT
NSE:SIEMENS26SEPFUT
NSE:SOLARINDS26SEPFUT
NSE:SONACOMS26SEPFUT
NSE:SRF26SEPFUT
NSE:SUNPHARMA26SEPFUT
NSE:SUPREMEIND26SEPFUT
NSE:SUZLON26SEPFUT
NSE:SWIGGY26SEPFUT
NSE:TATACONSUM26SEPFUT
NSE:TATAELXSI26SEPFUT
NSE:TATAPOWER26SEPFUT
NSE:TATASTEEL26SEPFUT
NSE:TCS26SEPFUT
NSE:TECHM26SEPFUT
NSE:TIINDIA26SEPFUT
NSE:TITAN26SEPFUT
NSE:TMPV26SEPFUT
NSE:TORNTPHARM26SEPFUT
NSE:TRENT26SEPFUT
NSE:TVSMOTOR26SEPFUT
NSE:ULTRACEMCO26SEPFUT
NSE:UNIONBANK26SEPFUT
NSE:UNITDSPR26SEPFUT
NSE:UNOMINDA26SEPFUT
NSE:UPL26SEPFUT
NSE:VBL26SEPFUT
NSE:VEDL26SEPFUT
NSE:VMM26SEPFUT
NSE:VOLTAS26SEPFUT
NSE:WAAREEENER26SEPFUT
NSE:WIPRO26SEPFUT
NSE:YESBANK26SEPFUT
NSE:ZYDUSLIFE26SEPFUT
