# futures basket -- roots from XNSE_NIFTY100_EQUITY
# all: every live expiry per root
# expiries are re-picked from today's data, so the contracts below go stale but the basket does not
# refreshed from constituents/contracts/20260907/XNSE_NIFTY100_FUTURES_ALL.parquet at 2026-09-07T04:00:13Z
# 290 contract(s), expiries 26NOV, 26OCT, 26SEP
NSE:ABB26NOVFUT
NSE:GODREJCP26SEPFUT
NSE:GRASIM26NOVFUT
NSE:GRASIM26OCTFUT
NSE:GRASIM26SEPFUT
NSE:HAL26NOVFUT
NSE:HAL26OCTFUT
NSE:HAL26SEPFUT
NSE:HCLTECH26NOVFUT
NSE:HCLTECH26OCTFUT
NSE:HCLTECH26SEPFUT
NSE:HDFCAMC26NOVFUT
NSE:HDFCAMC26OCTFUT
NSE:HDFCAMC26SEPFUT
NSE:HDFCBANK26NOVFUT
NSE:HDFCBANK26OCTFUT
NSE:HDFCBANK26SEPFUT
NSE:HDFCLIFE26NOVFUT
NSE:HDFCLIFE26OCTFUT
NSE:HDFCLIFE26SEPFUT
NSE:HINDALCO26NOVFUT
NSE:HINDALCO26OCTFUT
NSE:HINDALCO26SEPFUT
NSE:HINDUNILVR26NOVFUT
NSE:HINDUNILVR26OCTFUT
NSE:HINDUNILVR26SEPFUT
NSE:HINDZINC26NOVFUT
NSE:HINDZINC26OCTFUT
NSE:HINDZINC26SEPFUT
NSE:HYUNDAI26NOVFUT
NSE:HYUNDAI26OCTFUT
NSE:HYUNDAI26SEPFUT
NSE:ICICIBANK26NOVFUT
NSE:ICICIBANK26OCTFUT
NSE:ICICIBANK26SEPFUT
NSE:INDHOTEL26NOVFUT
NSE:INDHOTEL26OCTFUT
NSE:INDHOTEL26SEPFUT
NSE:INDIGO26NOVFUT
NSE:INDIGO26OCTFUT
NSE:INDIGO26SEPFUT
NSE:INFY26NOVFUT
NSE:INFY26OCTFUT
NSE:INFY26SEPFUT
NSE:IOC26NOVFUT
NSE:IOC26OCTFUT
NSE:IOC26SEPFUT
NSE:IRFC26NOVFUT
NSE:IRFC26OCTFUT
NSE:IRFC26SEPFUT
NSE:ITC26NOVFUT
NSE:ITC26OCTFUT
NSE:ITC26SEPFUT
NSE:JINDALSTEL26NOVFUT
NSE:JINDALSTEL26OCTFUT
NSE:JINDALSTEL26SEPFUT
NSE:JIOFIN26NOVFUT
NSE:JIOFIN26OCTFUT
NSE:JIOFIN26SEPFUT
NSE:JSWSTEEL26NOVFUT
NSE:JSWSTEEL26OCTFUT
NSE:JSWSTEEL26SEPFUT
NSE:KOTAKBANK26NOVFUT
NSE:KOTAKBANK26OCTFUT
NSE:KOTAKBANK26SEPFUT
NSE:LODHA26NOVFUT
NSE:LODHA26OCTFUT
NSE:LODHA26SEPFUT
NSE:LT26NOVFUT
NSE:LT26OCTFUT
NSE:LT26SEPFUT
NSE:LTM26NOVFUT
NSE:LTM26OCTFUT
NSE:LTM26SEPFUT
NSE:M&M26NOVFUT
NSE:M&M26OCTFUT
NSE:M&M26SEPFUT
NSE:MARUTI26NOVFUT
NSE:MARUTI26OCTFUT
NSE:MARUTI26SEPFUT
NSE:MAXHEALTH26NOVFUT
NSE:MAXHEALTH26OCTFUT
NSE:MAXHEALTH26SEPFUT
NSE:MAZDOCK26NOVFUT
NSE:MAZDOCK26OCTFUT
NSE:MAZDOCK26SEPFUT
NSE:MOTHERSON26NOVFUT
NSE:MOTHERSON26OCTFUT
NSE:MOTHERSON26SEPFUT
NSE:MUTHOOTFIN26NOVFUT
NSE:MUTHOOTFIN26OCTFUT
NSE:MUTHOOTFIN26SEPFUT
NSE:NESTLEIND26NOVFUT
NSE:NESTLEIND26OCTFUT
NSE:NESTLEIND26SEPFUT
NSE:NTPC26NOVFUT
NSE:NTPC26OCTFUT
NSE:NTPC26SEPFUT
NSE:ONGC26NOVFUT
NSE:ONGC26OCTFUT
NSE:ONGC26SEPFUT
NSE:PFC26NOVFUT
NSE:PFC26OCTFUT
NSE:PFC26SEPFUT
NSE:PIDILITIND26NOVFUT
NSE:PIDILITIND26OCTFUT
NSE:PIDILITIND26SEPFUT
NSE:PNB26NOVFUT
NSE:PNB26OCTFUT
NSE:PNB26SEPFUT
NSE:POWERGRID26NOVFUT
NSE:POWERGRID26OCTFUT
NSE:POWERGRID26SEPFUT
NSE:RECLTD26NOVFUT
NSE:RECLTD26OCTFUT
NSE:RECLTD26SEPFUT
NSE:RELIANCE26NOVFUT
NSE:RELIANCE26OCTFUT
NSE:RELIANCE26SEPFUT
NSE:SBILIFE26NOVFUT
NSE:SBILIFE26OCTFUT
NSE:SBILIFE26SEPFUT
NSE:SBIN26NOVFUT
NSE:SBIN26OCTFUT
NSE:SBIN26SEPFUT
NSE:SHREECEM26NOVFUT
NSE:SHREECEM26OCTFUT
NSE:SHREECEM26SEPFUT
NSE:SHRIRAMFIN26NOVFUT
NSE:SHRIRAMFIN26OCTFUT
NSE:SHRIRAMFIN26SEPFUT
NSE:SIEMENS26NOVFUT
NSE:SIEMENS26OCTFUT
NSE:SIEMENS26SEPFUT
NSE:SOLARINDS26NOVFUT
NSE:SOLARINDS26OCTFUT
NSE:SOLARINDS26SEPFUT
NSE:SUNPHARMA26NOVFUT
NSE:SUNPHARMA26OCTFUT
NSE:SUNPHARMA26SEPFUT
NSE:TATACONSUM26NOVFUT
NSE:TATACONSUM26OCTFUT
NSE:TATACONSUM26SEPFUT
NSE:TATAPOWER26NOVFUT
NSE:TATAPOWER26OCTFUT
NSE:TATAPOWER26SEPFUT
NSE:TATASTEEL26NOVFUT
NSE:TATASTEEL26OCTFUT
NSE:TATASTEEL26SEPFUT
NSE:TCS26NOVFUT
NSE:TCS26OCTFUT
NSE:TCS26SEPFUT
NSE:TECHM26NOVFUT
NSE:TECHM26OCTFUT
NSE:TECHM26SEPFUT
NSE:TITAN26NOVFUT
NSE:TITAN26OCTFUT
NSE:TITAN26SEPFUT
NSE:TMPV26NOVFUT
NSE:TMPV26OCTFUT
NSE:TMPV26SEPFUT
NSE:TORNTPHARM26NOVFUT
NSE:TORNTPHARM26OCTFUT
NSE:TORNTPHARM26SEPFUT
NSE:TRENT26NOVFUT
NSE:TRENT26OCTFUT
NSE:TRENT26SEPFUT
NSE:TVSMOTOR26NOVFUT
NSE:TVSMOTOR26OCTFUT
NSE:TVSMOTOR26SEPFUT
NSE:ULTRACEMCO26NOVFUT
NSE:ULTRACEMCO26OCTFUT
NSE:ULTRACEMCO26SEPFUT
NSE:UNIONBANK26NOVFUT
NSE:UNIONBANK26OCTFUT
NSE:UNIONBANK26SEPFUT
NSE:UNITDSPR26NOVFUT
NSE:UNITDSPR26OCTFUT
NSE:UNITDSPR26SEPFUT
NSE:VBL26NOVFUT
NSE:VBL26OCTFUT
NSE:VBL26SEPFUT
NSE:VEDL26NOVFUT
NSE:VEDL26OCTFUT
NSE:VEDL26SEPFUT
NSE:WIPRO26NOVFUT
NSE:WIPRO26OCTFUT
NSE:WIPRO26SEPFUT
NSE:ZYDUSLIFE26NOVFUT
NSE:ZYDUSLIFE26OCTFUT
NSE:ZYDUSLIFE26SEPFUT
